"year","trend","trend2","trend3","trend3_lag1","trend_lag1","trend2_lag1","trend2_lag2","log_mean","sd","log_mean_lag1"
2004,0.748409287044829,0.86441218285017,0.826851492268578,0.922071364290941,0.980415078655512,0.866072594880452,0.892899507108656,9.13299408048092,8.37042974412535e-05,9.14304364891044
2005,0.946583087663925,0.847496187354377,0.891802484454755,0.826851492268578,0.748409287044829,0.86441218285017,0.866072594880452,9.52693787702942,0.000861655742180517,9.13299408048092
2006,-0.373543992736865,0.28651954746353,0.44048279399063,0.891802484454755,0.946583087663925,0.847496187354377,0.86441218285017,8.93980132290262,0.0102799299609142,9.52693787702942
2007,-1.14309526243539,-0.758319627586128,-0.190018722502777,0.44048279399063,-0.373543992736865,0.28651954746353,0.847496187354377,9.20645274485204,0,8.93980132290262
2008,-1.54380936912337,-1.34345231577938,-1.02014954143188,-0.190018722502777,-1.14309526243539,-0.758319627586128,0.28651954746353,8.83959683319336,0,9.20645274485204
2009,-1.55905515400487,-1.55143226156412,-1.41531992852121,-1.02014954143188,-1.54380936912337,-1.34345231577938,-0.758319627586128,8.99004906656344,0,8.83959683319336
2010,-1.70185686959446,-1.63045601179967,-1.60157379757423,-1.41531992852121,-1.55905515400487,-1.55143226156412,-1.34345231577938,9.88102861182784,0,8.99004906656344
2011,-0.158634537891124,-0.930245703742792,-1.13984885383015,-1.60157379757423,-1.70185686959446,-1.63045601179967,-1.55143226156412,9.58438714233918,0,9.88102861182784
2012,-1.99560869029822,-1.07712161409467,-1.28536669926127,-1.13984885383015,-0.158634537891124,-0.930245703742792,-1.63045601179967,9.2023320576624,0,9.58438714233918
2013,-1.19730808330724,-1.59645838680273,-1.11718377049886,-1.28536669926127,-1.99560869029822,-1.07712161409467,-0.930245703742792,8.91810615955303,0,9.2023320576624
2014,0.64906483745246,-0.27412162292739,-0.847950645384334,-1.11718377049886,-1.19730808330724,-1.59645838680273,-1.07712161409467,9.33001695280156,0,8.91810615955303
2015,1.08895724935834,0.8690110434054,0.180238001167853,-0.847950645384334,0.64906483745246,-0.27412162292739,-1.59645838680273,9.42557368893786,0,9.33001695280156
2016,1.8215472718257,1.45525226059202,1.1865231195455,0.180238001167853,1.08895724935834,0.8690110434054,-0.27412162292739,9.90585396518972,0,9.42557368893786
2017,0.656232848227407,1.23889006002655,1.18891245647048,1.1865231195455,1.8215472718257,1.45525226059202,0.8690110434054,10.3203043505035,0,9.90585396518972
2018,2.1212309530254,1.3887319006264,1.53300369102617,1.18891245647048,0.656232848227407,1.23889006002655,1.45525226059202,10.8346892646271,0,10.3203043505035
2019,2.16995288015992,2.14559191659266,1.64913889380424,1.53300369102617,2.1212309530254,1.3887319006264,1.23889006002655,9.56946780096499,0,10.8346892646271
2020,1.29053101316703,1.73024194666347,1.86057161545078,1.64913889380424,2.16995288015992,2.14559191659266,1.3887319006264,NA,NA,9.56946780096499
2021,1.2698578457101,1.28019442943856,1.57678057967902,1.86057161545078,1.29053101316703,1.73024194666347,2.14559191659266,7.04329613333359,0,8.30638196714929
2022,-0.0391742400634525,0.615341802823323,0.840404872937892,1.57678057967902,1.2698578457101,1.28019442943856,1.73024194666347,8.37810175220189,0,7.04329613333359
