"","year","imp_log_mean","imp_sd","wtd_log_mean","unwtd_log_mean","n_stations"
"1",1975,4.5276675091917,0.234403742466786,2.49540549968963,2.49540549968963,100
"2",1976,5.27393899578697,0.17793805139757,3.73346321316099,3.73346321316099,161
"3",1977,5.16879332577538,0.223620488220381,3.59723890022546,3.59723890022546,119
"4",1978,4.7026716164087,0.184073210863915,3.6275026876682,3.6275026876682,191
"5",1979,4.09723143791642,0.142849504012436,2.80840079388895,2.80840079388895,167
"6",1980,4.58990087511872,0.0465473383749578,3.13582663829105,3.13582663829105,250
"7",1981,4.54295445152511,0.0597707489842154,3.39704091307887,3.4341211397404,259
"8",1982,4.53364378245149,0.0459828948891249,3.3481449329428,3.40451421098376,272
"9",1983,3.5297634840964,0.0603202814280855,2.41585073317194,2.73777019974332,279
"10",1984,3.92223068569412,0.0481272973288347,2.58447557966066,2.79580037036819,281
"11",1985,3.03899012795567,0.0511287714201898,1.92672845910659,2.32892223102347,280
"12",1986,3.85703077783888,0.0461462584528847,2.49285755928558,2.88884839004695,280
"13",1987,4.54821189897455,0.0250685348474471,3.33094653490323,3.96639133171217,284
"14",1988,4.49737121557068,0.00299422206574602,3.49434832471501,3.87416755667942,298
"15",1989,3.75078449496308,0.0118676104891888,2.89028434525728,3.17816673592596,300
"16",1990,3.38939812658875,0.00182336407902535,2.61655587600579,2.81228263018034,298
"17",1991,3.57999598519312,0.0013703666106274,2.77015709325995,3.00905900613893,298
"18",1992,4.16948114346642,0.073786678282971,3.10178581825503,3.18167247787298,285
"19",1993,4.85802952903529,NA,3.72908132057374,4.14551495327367,301
"20",1994,4.59276161402757,0.00100945058465095,3.5297923869273,3.68238729314083,300
"21",1995,4.19833437204052,NA,3.22277295821017,3.5583229871861,301
"22",1996,3.056143902911,0.000961148324562118,2.34626980575356,2.50916986719125,300
"23",1997,2.3204032514976,NA,1.78653115014599,1.76322264826971,301
"24",1998,2.81274550456637,NA,2.16564630820988,2.15571844972355,301
"25",1999,3.2673471669917,0.00089396443724333,2.52740566896909,2.61270344839653,300
"26",2000,3.62868319930737,NA,2.81623663909968,3.00026265940715,301
"27",2001,3.16811547810082,NA,2.43962244067178,2.69923198642586,301
"28",2002,1.73485048153104,NA,1.3369174212467,1.434685901683,300
"29",2003,1.95174086055522,NA,1.50229190875144,1.4923426194641,301
"30",2004,2.73705358205985,0.00646895082087461,2.10257123389799,2.46330980189618,300
"31",2005,2.80730612230726,0.0111078779497287,2.15622811118662,2.61349502828139,298
"32",2006,2.52736868879422,0.00726067128649302,1.91302209080463,2.24825605014549,300
"33",2007,2.68725959720324,NA,2.06036422666318,2.37838129170986,301
"34",2008,2.64315888926791,NA,2.03442280401116,2.29666247131677,301
"35",2009,3.44791518109949,NA,2.64546703924849,2.96529645919265,301
"36",2010,4.07198367084607,NA,3.12812375010381,3.36303393635828,301
"37",2011,3.89045373072173,NA,2.98751821780958,3.25777287964207,301
"38",2012,3.5954100885824,NA,2.75949761546403,3.05519518364606,301
"39",2013,3.40565759817075,NA,2.60997935802103,3.05537650110354,301
"40",2014,3.14497482261425,NA,2.40860360821271,2.88502735949407,301
"41",2015,2.80886030864201,NA,2.15830640136032,2.30219169159663,301
"42",2016,2.73991067416651,NA,2.11621271964627,2.3606710519595,301
"43",2017,2.897583449582,NA,2.22751157368044,2.34630416790764,301
"44",2018,3.45045916378136,NA,2.6497233229992,2.90184187895413,301
"45",2019,2.54142834668011,NA,1.97995223565199,2.12901094798603,301
"46",2021,1.38252423148546,NA,1.06134271066465,1.16494989800488,301
"47",2022,2.49509294869303,NA,1.91485062764056,2.14238820964255,301
