"sst.anomaly","trend","cond__","effect1__","estimate__","se__","lower__","upper__"
-1.47417323603722,-0.0500041980849522,"1",-1.47417323603722,-1.81874379545031,0.298030018504365,-2.48776990402928,-1.18737886021372
-1.47298746756019,-0.0500041980849522,"1",-1.47298746756019,-1.81796855442365,0.297556405422912,-2.48625051711135,-1.18717248805927
-1.47180169908315,-0.0500041980849522,"1",-1.47180169908315,-1.81719328614643,0.297087242134136,-2.48520628875909,-1.18650418515687
-1.47061593060611,-0.0500041980849522,"1",-1.47061593060611,-1.8164213113896,0.296505222104348,-2.48416201746502,-1.18644138355985
-1.46943016212907,-0.0500041980849522,"1",-1.46943016212907,-1.81525649665741,0.29588110137468,-2.48311770273557,-1.18584222650824
-1.46824439365204,-0.0500041980849522,"1",-1.46824439365204,-1.81421741687296,0.295972918656166,-2.48207334407715,-1.18524625523588
-1.467058625175,-0.0500041980849522,"1",-1.467058625175,-1.81315920051115,0.295412684637243,-2.48102894099617,-1.18466022110126
-1.46587285669796,-0.0500041980849522,"1",-1.46587285669796,-1.81237090105866,0.295116610379519,-2.47997229145621,-1.18415173203832
-1.46468708822093,-0.0500041980849522,"1",-1.46468708822093,-1.81169859989273,0.29484319913496,-2.47855260739636,-1.18395894628834
-1.46350131974389,-0.0500041980849522,"1",-1.46350131974389,-1.81112383998958,0.294670445368723,-2.47680739800982,-1.18375512711549
-1.46231555126685,-0.0500041980849522,"1",-1.46231555126685,-1.81027484777174,0.294544388111781,-2.47506243570875,-1.1835714689547
-1.46112978278982,-0.0500041980849522,"1",-1.46112978278982,-1.80932501702208,0.29425011990044,-2.47331772312171,-1.18339979681692
-1.45994401431278,-0.0500041980849522,"1",-1.45994401431278,-1.8085935529284,0.294118127542463,-2.4715593967892,-1.18320570781605
-1.45875824583574,-0.0500041980849522,"1",-1.45875824583574,-1.80791114181815,0.293841254522527,-2.46979680570467,-1.18302100473591
-1.45757247735871,-0.0500041980849522,"1",-1.45757247735871,-1.80695470851749,0.29369211149798,-2.46812073719324,-1.18263243196472
-1.45638670888167,-0.0500041980849522,"1",-1.45638670888167,-1.80614651428655,0.293197071368708,-2.4669005888034,-1.1826843088595
-1.45520094040463,-0.0500041980849522,"1",-1.45520094040463,-1.80531804390287,0.292872726860342,-2.46568031576768,-1.18249389150219
-1.4540151719276,-0.0500041980849522,"1",-1.4540151719276,-1.80461269238942,0.292471556603002,-2.46445991683962,-1.18230368146512
-1.45282940345056,-0.0500041980849522,"1",-1.45282940345056,-1.80403801832535,0.292136939996532,-2.46323939077277,-1.18211368080096
-1.45164363497352,-0.0500041980849522,"1",-1.45164363497352,-1.80332335478959,0.291770135510977,-2.46179261998567,-1.18192389156239
-1.45045786649649,-0.0500041980849522,"1",-1.45045786649649,-1.8025790797711,0.291571659113424,-2.46003246368324,-1.18173431580205
-1.44927209801945,-0.0500041980849522,"1",-1.44927209801945,-1.80200525403041,0.291102970796374,-2.45826891112904,-1.18154495557265
-1.44808632954241,-0.0500041980849522,"1",-1.44808632954241,-1.80151991653343,0.291075449243665,-2.45649069987011,-1.18135581292687
-1.44690056106538,-0.0500041980849522,"1",-1.44690056106538,-1.80077070246783,0.290913007498483,-2.45471262569615,-1.18117658658853
-1.44571479258834,-0.0500041980849522,"1",-1.44571479258834,-1.79999053798702,0.290587660359551,-2.45293468988833,-1.18100358033259
-1.4445290241113,-0.0500041980849522,"1",-1.4445290241113,-1.79905512790747,0.290499254195368,-2.45172226637676,-1.18083079732725
-1.44334325563426,-0.0500041980849522,"1",-1.44334325563426,-1.79818002558843,0.290454199949682,-2.44981280262853,-1.18065823962068
-1.44215748715723,-0.0500041980849522,"1",-1.44215748715723,-1.79737551938769,0.290262276058208,-2.44790357337562,-1.18048990223566
-1.44097171868019,-0.0500041980849522,"1",-1.44097171868019,-1.79634660980852,0.289900050671108,-2.44633274937832,-1.17985136190015
-1.43978595020315,-0.0500041980849522,"1",-1.43978595020315,-1.79551770739953,0.289692539183796,-2.44486968827135,-1.17944005989803
-1.43860018172612,-0.0500041980849522,"1",-1.43860018172612,-1.79463831143026,0.289376734824352,-2.44340656413128,-1.17995187548381
-1.43741441324908,-0.0500041980849522,"1",-1.43741441324908,-1.79382461544468,0.289443920025372,-2.44192664223157,-1.17979890225566
-1.43622864477204,-0.0500041980849522,"1",-1.43622864477204,-1.79296203337665,0.289115991283618,-2.44043631081505,-1.17962773935339
-1.43504287629501,-0.0500041980849522,"1",-1.43504287629501,-1.79211020827262,0.288967561357655,-2.43894592913703,-1.17945681608711
-1.43385710781797,-0.0500041980849522,"1",-1.43385710781797,-1.79118060806436,0.2887186338199,-2.43745549676793,-1.17929047505341
-1.43267133934093,-0.0500041980849522,"1",-1.43267133934093,-1.79039115283568,0.288343310791107,-2.43596501327816,-1.17952772687234
-1.4314855708639,-0.0500041980849522,"1",-1.4314855708639,-1.7896512723211,0.288028397119289,-2.43447447823814,-1.17966362958686
-1.43029980238686,-0.0500041980849522,"1",-1.43029980238686,-1.788842832314,0.287890129319983,-2.43298389121827,-1.17933811329719
-1.42911403390982,-0.0500041980849522,"1",-1.42911403390982,-1.78807470273206,0.28771286446965,-2.43163465084393,-1.17896060663025
-1.42792826543279,-0.0500041980849522,"1",-1.42792826543279,-1.78732616823887,0.287086183123235,-2.43052675064255,-1.17877921218644
-1.42674249695575,-0.0500041980849522,"1",-1.42674249695575,-1.78660643630601,0.286382342734606,-2.42850495462627,-1.17847961858092
-1.42555672847871,-0.0500041980849522,"1",-1.42555672847871,-1.78590270597718,0.286273830724804,-2.42702101474873,-1.17818391257633
-1.42437096000168,-0.0500041980849522,"1",-1.42437096000168,-1.78513735861445,0.285963042128754,-2.4255301613859,-1.17789811719289
-1.42318519152464,-0.0500041980849522,"1",-1.42318519152464,-1.78446840198221,0.285430592569596,-2.42403925346572,-1.17772065862346
-1.4219994230476,-0.0500041980849522,"1",-1.4219994230476,-1.78360942544769,0.285146360334454,-2.42224841902287,-1.17740337004392
-1.42081365457057,-0.0500041980849522,"1",-1.42081365457057,-1.7829879998471,0.284924949008912,-2.42038862966403,-1.17698611216904
-1.41962788609353,-0.0500041980849522,"1",-1.41962788609353,-1.78216360081928,0.284841393923155,-2.41852816034985,-1.17667841385864
-1.41844211761649,-0.0500041980849522,"1",-1.41844211761649,-1.78125541166541,0.284860387356407,-2.41695158380019,-1.17637340751171
-1.41725634913946,-0.0500041980849522,"1",-1.41725634913946,-1.78066999455555,0.284736368193227,-2.41502297074732,-1.17607324309751
-1.41607058066242,-0.0500041980849522,"1",-1.41607058066242,-1.77980410397897,0.284587000191152,-2.41372033391639,-1.17577320659356
-1.41488481218538,-0.0500041980849522,"1",-1.41488481218538,-1.77910793393228,0.284432919013149,-2.41251255494739,-1.17547329896159
-1.41369904370834,-0.0500041980849522,"1",-1.41369904370834,-1.77837289457383,0.284242398168234,-2.4114032760784,-1.17517352116333
-1.41251327523131,-0.0500041980849522,"1",-1.41251327523131,-1.77781963800588,0.284237862240873,-2.41029056954195,-1.17487387416051
-1.41132750675427,-0.0500041980849522,"1",-1.41132750675427,-1.77702857178882,0.284178757143294,-2.40766742344649,-1.17457435891486
-1.41014173827723,-0.0500041980849522,"1",-1.41014173827723,-1.77599254568362,0.283762183103243,-2.40695277375601,-1.17427497638812
-1.4089559698002,-0.0500041980849522,"1",-1.4089559698002,-1.77523308534495,0.283453322280798,-2.40570790662231,-1.17397572754201
-1.40777020132316,-0.0500041980849522,"1",-1.40777020132316,-1.77430335673887,0.283300201755294,-2.40387435500487,-1.17367661333826
-1.40658443284612,-0.0500041980849522,"1",-1.40658443284612,-1.77340079275669,0.283154604708317,-2.40279433828759,-1.17337763473862
-1.40539866436909,-0.0500041980849522,"1",-1.40539866436909,-1.77258869725544,0.28299247992532,-2.40173173121776,-1.17307879270481
-1.40421289589205,-0.0500041980849522,"1",-1.40421289589205,-1.77177660052479,0.28265673025663,-2.40033787456633,-1.17278008819854
-1.40302712741501,-0.0500041980849522,"1",-1.40302712741501,-1.77099201520748,0.282014537188306,-2.39886908389414,-1.17248152218157
-1.40184135893798,-0.0500041980849522,"1",-1.40184135893798,-1.77027648808988,0.281700245797008,-2.39737431031094,-1.17218309561562
-1.40065559046094,-0.0500041980849522,"1",-1.40065559046094,-1.76937780785201,0.281604194033929,-2.39590138967429,-1.17190145187964
-1.3994698219839,-0.0500041980849522,"1",-1.3994698219839,-1.76862595001583,0.281420709595955,-2.39442839439895,-1.17162556548628
-1.39828405350687,-0.0500041980849522,"1",-1.39828405350687,-1.76789023525976,0.281126310879702,-2.39295532397715,-1.17140276644864
-1.39709828502983,-0.0500041980849522,"1",-1.39709828502983,-1.76696183564665,0.280499381598728,-2.39148217790116,-1.17189137983599
-1.39591251655279,-0.0500041980849522,"1",-1.39591251655279,-1.76611853099702,0.279980149768904,-2.39000895566322,-1.17237975199845
-1.39472674807576,-0.0500041980849522,"1",-1.39472674807576,-1.76538763470652,0.280003305746148,-2.38853565675559,-1.17284296496961
-1.39354097959872,-0.0500041980849522,"1",-1.39354097959872,-1.76457591060782,0.280023771441817,-2.38706228067053,-1.17235168853906
-1.39235521112168,-0.0500041980849522,"1",-1.39235521112168,-1.76374853107756,0.27975759826806,-2.38558882690028,-1.17186029982953
-1.39116944264465,-0.0500041980849522,"1",-1.39116944264465,-1.76296256454571,0.279813404589278,-2.3841152949371,-1.17137381057671
-1.38998367416761,-0.0500041980849522,"1",-1.38998367416761,-1.76228231818989,0.279675944586144,-2.38264168427325,-1.17087395771571
-1.38879790569057,-0.0500041980849522,"1",-1.38879790569057,-1.76159637671494,0.279564456013517,-2.38116799440097,-1.17022585737575
-1.38761213721354,-0.0500041980849522,"1",-1.38761213721354,-1.7608200326186,0.27952232479794,-2.37969422481253,-1.16979547240342
-1.3864263687365,-0.0500041980849522,"1",-1.3864263687365,-1.75997918965054,0.278795464716834,-2.37822037500017,-1.16942235139949
-1.38524060025946,-0.0500041980849522,"1",-1.38524060025946,-1.75925335081163,0.278536015323655,-2.37673286109231,-1.16892137690863
-1.38405483178242,-0.0500041980849522,"1",-1.38405483178242,-1.75846872255065,0.278516848754503,-2.37523840802125,-1.16842127250673
-1.38286906330539,-0.0500041980849522,"1",-1.38286906330539,-1.75767183525921,0.278221194070915,-2.373743881347,-1.1683568297708
-1.38168329482835,-0.0500041980849522,"1",-1.38168329482835,-1.75688668443036,0.277667713980838,-2.37265660091188,-1.16882229756631
-1.38049752635131,-0.0500041980849522,"1",-1.38049752635131,-1.75604742639325,0.277493427765242,-2.37180874884848,-1.16711480545399
-1.37931175787428,-0.0500041980849522,"1",-1.37931175787428,-1.7550631313174,0.277413069780682,-2.37096004418874,-1.16662898875033
-1.37812598939724,-0.0500041980849522,"1",-1.37812598939724,-1.75419487005545,0.277257902918959,-2.3701104817339,-1.16643279812268
-1.3769402209202,-0.0500041980849522,"1",-1.3769402209202,-1.75359773170476,0.276869689886226,-2.36845888956991,-1.1665746322024
-1.37575445244317,-0.0500041980849522,"1",-1.37575445244317,-1.75273271086837,0.27631180152347,-2.36672223425539,-1.16608239405567
-1.37456868396613,-0.0500041980849522,"1",-1.37456868396613,-1.75191469925749,0.275949432682202,-2.36565901962091,-1.16649387520732
-1.37338291548909,-0.0500041980849522,"1",-1.37338291548909,-1.75118238082984,0.275560470937363,-2.36458549960824,-1.16691388520598
-1.37219714701206,-0.0500041980849522,"1",-1.37219714701206,-1.75058403329972,0.274983758868336,-2.3635022822881,-1.1671396095343
-1.37101137853502,-0.0500041980849522,"1",-1.37101137853502,-1.74993092692623,0.274974016405608,-2.36241881492756,-1.16731020116876
-1.36982561005798,-0.0500041980849522,"1",-1.36982561005798,-1.7492208407487,0.274858192145522,-2.36133509606439,-1.16686234337717
-1.36863984158095,-0.0500041980849522,"1",-1.36863984158095,-1.74846765294211,0.274474162033517,-2.35999653303343,-1.16756080720439
-1.36745407310391,-0.0500041980849522,"1",-1.36745407310391,-1.74775903610596,0.274302841073149,-2.35840697675879,-1.16754588194196
-1.36626830462687,-0.0500041980849522,"1",-1.36626830462687,-1.74708941648882,0.27412799029211,-2.3568178078433,-1.16720561001003
-1.36508253614984,-0.0500041980849522,"1",-1.36508253614984,-1.74641044138638,0.273764233907504,-2.35522902850046,-1.16686525324219
-1.3638967676728,-0.0500041980849522,"1",-1.3638967676728,-1.74575209291969,0.273408788137042,-2.35364064094374,-1.16653639423332
-1.36271099919576,-0.0500041980849522,"1",-1.36271099919576,-1.74485938778249,0.273142437756013,-2.35205264738662,-1.16623126123828
-1.36152523071873,-0.0500041980849522,"1",-1.36152523071873,-1.74380283113589,0.273157136070505,-2.35046505004258,-1.16592600004213
-1.36033946224169,-0.0500041980849522,"1",-1.36033946224169,-1.74310689845698,0.272494244344193,-2.3488778511251,-1.1655921035172
-1.35915369376465,-0.0500041980849522,"1",-1.35915369376465,-1.74237264152013,0.272559411998216,-2.34729105284768,-1.16505456070906
-1.35796792528762,-0.0500041980849522,"1",-1.35796792528762,-1.74157001408859,0.272261499781651,-2.34568547541051,-1.16434108968927
-1.35678215681058,-0.0500041980849522,"1",-1.35678215681058,-1.74096716832469,0.271736639335322,-2.34407734297791,-1.16362763547589
-1.35559638833354,-0.0500041980849522,"1",-1.35559638833354,-1.7399203427094,0.271811033057066,-2.34246962715492,-1.16368565951769
-1.3544106198565,-0.0500041980849522,"1",-1.3544106198565,-1.73908951307492,0.271695432182784,-2.3408623302057,-1.16381378390361
-1.35322485137947,-0.0500041980849522,"1",-1.35322485137947,-1.73827076255869,0.271626748465009,-2.33925545439444,-1.16379376123129
-1.35203908290243,-0.0500041980849522,"1",-1.35203908290243,-1.73757126151355,0.271531440176816,-2.33764900198531,-1.16405182806689
-1.35085331442539,-0.0500041980849522,"1",-1.35085331442539,-1.73687793028005,0.271059752295927,-2.33604297524252,-1.16352202934816
-1.34966754594836,-0.0500041980849522,"1",-1.34966754594836,-1.7360064240084,0.27074140295486,-2.33443737643023,-1.16287665351
-1.34848177747132,-0.0500041980849522,"1",-1.34848177747132,-1.73517642291659,0.270341999479014,-2.33283220781263,-1.16223126427946
-1.34729600899428,-0.0500041980849522,"1",-1.34729600899428,-1.73440589005158,0.270151621112556,-2.3312274716539,-1.16181966990099
-1.34611024051725,-0.0500041980849522,"1",-1.34611024051725,-1.73335658433263,0.270148972746147,-2.33025734113323,-1.16146878399332
-1.34492447204021,-0.0500041980849522,"1",-1.34492447204021,-1.73264547412507,0.269834135065493,-2.3284337616736,-1.16090762569961
-1.34373870356317,-0.0500041980849522,"1",-1.34373870356317,-1.73178599105001,0.269762497566383,-2.32752566025836,-1.16023519456312
-1.34255293508614,-0.0500041980849522,"1",-1.34255293508614,-1.73095676648409,0.26965658264876,-2.32661712592158,-1.16040123373233
-1.3413671666091,-0.0500041980849522,"1",-1.3413671666091,-1.73022281532581,0.269393517706754,-2.32568824985043,-1.16009763112239
-1.34018139813206,-0.0500041980849522,"1",-1.34018139813206,-1.72956219519165,0.269393520434421,-2.32475112971245,-1.15974288488672
-1.33899562965503,-0.0500041980849522,"1",-1.33899562965503,-1.72893263891595,0.269303777633702,-2.32381357907541,-1.15938804790312
-1.33780986117799,-0.0500041980849522,"1",-1.33780986117799,-1.72814136617635,0.269270990991433,-2.32223900733621,-1.15903587880773
-1.33662409270095,-0.0500041980849522,"1",-1.33662409270095,-1.72729808117517,0.268901832344527,-2.32057094819403,-1.15871530485427
-1.33543832422392,-0.0500041980849522,"1",-1.33543832422392,-1.72642108518027,0.26851197427847,-2.31889185421791,-1.15857395296574
-1.33425255574688,-0.0500041980849522,"1",-1.33425255574688,-1.72551889462892,0.267911042890645,-2.31721297414551,-1.15914156095562
-1.33306678726984,-0.0500041980849522,"1",-1.33306678726984,-1.72467894085455,0.267759009590033,-2.31553430903575,-1.15970912073536
-1.33188101879281,-0.0500041980849522,"1",-1.33188101879281,-1.72386736422607,0.267651712838991,-2.31385585994755,-1.16027671862122
-1.33069525031577,-0.0500041980849522,"1",-1.33069525031577,-1.72304100433187,0.267607307322836,-2.31217762793984,-1.15998874347722
-1.32950948183873,-0.0500041980849522,"1",-1.32950948183873,-1.72217238883264,0.267211483412063,-2.31049961407155,-1.15945307755685
-1.3283237133617,-0.0500041980849522,"1",-1.3283237133617,-1.72125070633526,0.267041257445632,-2.30882181940163,-1.15891741080421
