"period","borealization_index","order"
"preindustrial",-1.79694336763077,1
"preindustrial",-2.53870563647187,1
"preindustrial",-1.51086487651018,1
"preindustrial",-1.42102646452121,1
"preindustrial",-0.623813119011448,1
"preindustrial",-0.0124574730922036,1
"preindustrial",-3.74159134888491,1
"preindustrial",-1.13052627778565,1
"preindustrial",-1.5097480377265,1
"preindustrial",-0.907051739775761,1
"preindustrial",-0.801402577833797,1
"preindustrial",-0.0450885726061117,1
"preindustrial",-2.04423741835665,1
"preindustrial",-2.3463179870792,1
"preindustrial",-0.714646565873381,1
"preindustrial",-1.81933257831135,1
"preindustrial",-1.54270059970222,1
"preindustrial",-0.172903213161186,1
"preindustrial",-2.49186924569841,1
"preindustrial",-2.08246684209276,1
"preindustrial",-2.1455814796955,1
"preindustrial",-2.04689738845794,1
"preindustrial",-0.210078018589682,1
"preindustrial",-2.42870403275174,1
"preindustrial",-1.88518150155398,1
"preindustrial",-1.50079258305236,1
"preindustrial",-2.02541628115716,1
"preindustrial",-0.84461353852336,1
"preindustrial",-1.41082542573862,1
"preindustrial",-3.77931927914388,1
"preindustrial",-0.616955434653239,1
"preindustrial",-1.49758110540214,1
"preindustrial",0.855190615869757,1
"preindustrial",-0.47220733421803,1
"preindustrial",-1.97167882325663,1
"preindustrial",-0.74885505716755,1
"preindustrial",-1.46008771906032,1
"preindustrial",-1.57639126102511,1
"preindustrial",0.451839499475185,1
"preindustrial",-2.39858912943014,1
"preindustrial",0.41071201956682,1
"preindustrial",-2.23502125638777,1
"preindustrial",-1.03614856039131,1
"preindustrial",-0.473999243528755,1
"preindustrial",-2.69807956175008,1
"preindustrial",-1.90875394542026,1
"preindustrial",0.15003174347302,1
"preindustrial",-0.410421957769217,1
"preindustrial",-2.74422093214405,1
"preindustrial",-2.0588299280876,1
"preindustrial",0.0319672837582746,1
"preindustrial",-1.18319668673137,1
"preindustrial",-0.0389872307538609,1
"preindustrial",0.226730260439132,1
"preindustrial",-0.625255850159865,1
"preindustrial",-2.09592288754805,1
"preindustrial",-1.90345061644917,1
"preindustrial",-3.4177584375397,1
"preindustrial",-2.07202794309378,1
"preindustrial",-1.57587849074764,1
"preindustrial",-1.31238933770973,1
"preindustrial",-1.58583129802954,1
"preindustrial",-1.81226273179688,1
"preindustrial",-1.07664453750139,1
"preindustrial",-1.15742369297296,1
"preindustrial",-2.74453660273671,1
"preindustrial",1.18194859250888,1
"preindustrial",-3.1318137420806,1
"preindustrial",-2.48055076816251,1
"preindustrial",-1.00205197321786,1
"preindustrial",-3.31700080892321,1
"preindustrial",-0.506482351631707,1
"preindustrial",-2.08930038098461,1
"preindustrial",-2.52862017895961,1
"preindustrial",-0.744081630524569,1
"preindustrial",-1.1730295167816,1
"preindustrial",-0.517702183220172,1
"preindustrial",-1.91626370159787,1
"preindustrial",-2.64879123855853,1
"preindustrial",-1.06862979627453,1
"preindustrial",-0.54332166962268,1
"preindustrial",0.107360591740215,1
"preindustrial",-1.68396042670799,1
"preindustrial",-0.315336437288843,1
"preindustrial",-1.13165925336697,1
"preindustrial",-1.06890090277661,1
"preindustrial",-1.46109274307255,1
"preindustrial",-1.65538089261849,1
"preindustrial",-2.07663699016826,1
"preindustrial",-1.1009121214825,1
"preindustrial",-2.70567708709796,1
"preindustrial",-1.57070408382256,1
"preindustrial",-0.879852588274089,1
"preindustrial",-1.3478233080359,1
"preindustrial",-2.8803812537918,1
"preindustrial",-2.48085485040798,1
"preindustrial",-1.24242777561569,1
"preindustrial",-1.5029636468639,1
"preindustrial",-1.43761056961443,1
"preindustrial",-2.49368139926492,1
"preindustrial",-0.680445496421842,1
"preindustrial",-2.69290352164711,1
"preindustrial",-0.352251049824132,1
"preindustrial",0.550900194417858,1
"preindustrial",-0.863512164160666,1
"preindustrial",-1.26582534996425,1
"preindustrial",-0.991811554903283,1
"preindustrial",-0.836511271353385,1
"preindustrial",-1.36435409160565,1
"preindustrial",-1.24399721215494,1
"preindustrial",-1.26706301779462,1
"preindustrial",-1.65733937461191,1
"preindustrial",0.423765293596259,1
"preindustrial",-0.991879764304073,1
"preindustrial",-0.945496370900992,1
"preindustrial",-1.03879585627123,1
"preindustrial",-1.16958700671262,1
"preindustrial",-0.447925242136808,1
"preindustrial",-0.213312032908684,1
"preindustrial",-1.668932607882,1
"preindustrial",-2.20909142069582,1
"preindustrial",-1.54851801337293,1
"preindustrial",-2.51954135781073,1
"preindustrial",-1.67428120210334,1
"preindustrial",-1.59180095264713,1
"preindustrial",-2.06446693123452,1
"preindustrial",-1.50805159938877,1
"preindustrial",0.470650772788445,1
"preindustrial",-1.36036486459887,1
"preindustrial",-1.43830636919028,1
"preindustrial",-0.177739117785631,1
"preindustrial",-1.1009121214825,1
"preindustrial",-1.73881786888649,1
"preindustrial",-1.4708045258437,1
"preindustrial",-1.21582952121409,1
"preindustrial",-1.40113888950785,1
"preindustrial",-2.00022177448914,1
"preindustrial",-0.946777880755507,1
"preindustrial",-0.580497817303876,1
"preindustrial",-1.76960532046097,1
"preindustrial",-1.96546671030023,1
"preindustrial",-0.753267971771575,1
"preindustrial",0.666749474674897,1
"preindustrial",-2.36324377353029,1
"preindustrial",-0.561890931243062,1
"preindustrial",-0.663101324775336,1
"preindustrial",-0.328389954052971,1
"preindustrial",-1.48683197539587,1
"preindustrial",-1.92695706071646,1
"preindustrial",-0.35677463737997,1
"preindustrial",-1.01806550877062,1
"preindustrial",-1.46109274307255,1
"preindustrial",-2.27389746768505,1
"preindustrial",-3.16948793629404,1
"preindustrial",-3.53560258620981,1
"preindustrial",0.418484353666547,1
"preindustrial",-1.22789620153733,1
"preindustrial",-0.969199033275619,1
"preindustrial",-0.775477570532451,1
"preindustrial",-1.81984207905128,1
"preindustrial",0.426252543396162,1
"preindustrial",-1.43835698767094,1
"preindustrial",0.599011778479183,1
"preindustrial",-0.527288520266442,1
"preindustrial",-0.371363050262079,1
"preindustrial",0.244657238100102,1
"preindustrial",-0.153414217168226,1
"preindustrial",-0.790960639369297,1
"preindustrial",-0.236685799434685,1
"preindustrial",-0.519138208974987,1
"preindustrial",-1.85599860328007,1
"preindustrial",-1.28389058782679,1
"preindustrial",-2.04423741835665,1
"preindustrial",-1.11469315258096,1
"preindustrial",-1.26039676043198,1
"preindustrial",-0.51456517215266,1
"preindustrial",-0.183104979182703,1
"preindustrial",-1.02177975380121,1
"preindustrial",-2.51758004971005,1
"preindustrial",-2.62463276470821,1
"preindustrial",-0.422242146403642,1
"preindustrial",-0.977763276148538,1
"preindustrial",-1.88468584157957,1
"preindustrial",-0.422242146403642,1
"preindustrial",-1.35034027153212,1
"preindustrial",-1.54879527277366,1
"preindustrial",0.0113660250982531,1
"preindustrial",0.424393619183127,1
"preindustrial",-1.68675904701421,1
"preindustrial",-1.13601787546727,1
"preindustrial",-1.39319163448272,1
"preindustrial",-0.679004859325598,1
"preindustrial",-1.29553469788895,1
"preindustrial",-1.10946337928463,1
"preindustrial",1.76577957210003,1
"preindustrial",-1.82332094006154,1
"preindustrial",-1.31315139868553,1
"preindustrial",-2.01046403052532,1
"preindustrial",-2.64879123855853,1
"preindustrial",-2.64873318170277,1
"preindustrial",-1.26319150256698,1
"preindustrial",-0.756980598406995,1
"preindustrial",-1.21681127468716,1
"preindustrial",-0.502666303789341,1
"preindustrial",-1.21523186472045,1
"preindustrial",0.465042936708982,1
"preindustrial",0.32318800768391,1
"preindustrial",-2.58005833074261,1
"preindustrial",-1.06638222490968,1
"preindustrial",-2.44713217394872,1
"preindustrial",-1.6402352347569,1
"preindustrial",-1.63614021242076,1
"preindustrial",-0.0594130966425393,1
"preindustrial",-0.487001521075159,1
"preindustrial",-1.86909419760849,1
"preindustrial",-0.362445570985916,1
"preindustrial",-1.7053039113928,1
"preindustrial",-0.36794997736899,1
"preindustrial",-0.687441404736752,1
"preindustrial",-2.16902601222405,1
"preindustrial",-2.56270803021848,1
"preindustrial",-0.766353333057014,1
"preindustrial",-1.19838802628747,1
"preindustrial",-1.2608952819444,1
"preindustrial",-1.16500500560783,1
"preindustrial",-0.623419226492672,1
"preindustrial",-1.26956520379557,1
"preindustrial",-0.73603889008786,1
"preindustrial",0.100364090887618,1
"preindustrial",-1.13321064668615,1
"preindustrial",-1.41878212681285,1
"preindustrial",0.438860698421165,1
"preindustrial",0.508292080269469,1
"preindustrial",-1.80513348725917,1
"preindustrial",-0.578545803512987,1
"preindustrial",-0.267496160733405,1
"preindustrial",-0.568427742048007,1
"preindustrial",0.103416712931358,1
"preindustrial",-3.3129256700205,1
"preindustrial",-2.11465432532752,1
"preindustrial",-0.121337872259575,1
"preindustrial",-2.21453222146523,1
"preindustrial",-0.749916737971756,1
"preindustrial",-0.410164124893412,1
"preindustrial",-1.5189086837835,1
"preindustrial",-2.18538158405507,1
"preindustrial",0.158195475835865,1
"preindustrial",-3.30474686013574,1
"preindustrial",-1.4503690776994,1
"preindustrial",-1.92503268694198,1
"preindustrial",-0.396275931342609,1
"preindustrial",-1.55198470609213,1
"preindustrial",-0.394106839466747,1
"preindustrial",-1.60283021809663,1
"preindustrial",-1.5405050005106,1
"preindustrial",-0.687441404736752,1
"preindustrial",-0.86014560937133,1
"preindustrial",0.557117143257603,1
"preindustrial",-1.39605505221641,1
"preindustrial",-2.69212437520583,1
"preindustrial",0.416196079737363,1
"preindustrial",-0.109400544343654,1
"preindustrial",-1.42184099718825,1
"preindustrial",-1.88652266056496,1
"preindustrial",-2.01505609452912,1
"preindustrial",0.181359458422265,1
"preindustrial",-1.56400715102123,1
"preindustrial",-0.261144944618229,1
"preindustrial",-0.0144569587014952,1
"preindustrial",-0.531555450283289,1
"preindustrial",-3.45897778934421,1
"preindustrial",-1.14057142074626,1
"preindustrial",-1.13851181555972,1
"preindustrial",-1.36918782589316,1
"preindustrial",0.165813168250327,1
"preindustrial",-1.37909391918459,1
"preindustrial",-3.34972377224461,1
"preindustrial",-0.301203980091653,1
"preindustrial",0.118779952236103,1
"preindustrial",-2.80849563198467,1
"preindustrial",-1.99120354328905,1
"preindustrial",-0.764003308230127,1
"preindustrial",-2.29811803415388,1
"preindustrial",-0.151768956780007,1
"preindustrial",-0.311377057029635,1
"preindustrial",1.00091907564098,1
"preindustrial",-1.19458422686992,1
"preindustrial",0.440342640086424,1
"preindustrial",-0.675408644058946,1
"preindustrial",-0.109400544343654,1
"preindustrial",-2.61429841528044,1
"preindustrial",-2.09421633496618,1
"preindustrial",-0.67462049457985,1
"preindustrial",-0.276385986106657,1
"preindustrial",0.476647837493738,1
"preindustrial",-0.898078249786562,1
"preindustrial",-0.938910140589339,1
"preindustrial",-1.35425982840665,1
"preindustrial",-0.434980454200148,1
"preindustrial",-1.01538365789004,1
"preindustrial",-2.06446693123452,1
"preindustrial",-1.57915815325602,1
"preindustrial",-1.98091198661956,1
"preindustrial",-0.829272746784433,1
"preindustrial",-1.26039676043198,1
"preindustrial",-0.712102430428886,1
"preindustrial",-1.06566392828957,1
"preindustrial",-2.28825799648335,1
"preindustrial",-0.389118384927872,1
"preindustrial",-0.32274801269092,1
"preindustrial",-1.75199445733117,1
"preindustrial",-1.76358743939539,1
"preindustrial",-1.23275983413938,1
"preindustrial",-0.71548916946829,1
"preindustrial",-1.95984210631797,1
"preindustrial",0.913247036461405,1
"preindustrial",-0.241476566056385,1
"preindustrial",0.146627408179816,1
"preindustrial",-1.71463565022343,1
"preindustrial",0.340442295650787,1
"preindustrial",-0.65305937600338,1
"preindustrial",0.883118981920148,1
"preindustrial",0.31254329661853,1
"preindustrial",-2.75838178988917,1
"preindustrial",-2.48754551445617,1
"preindustrial",-1.77076587431981,1
"preindustrial",-3.26329109298601,1
"preindustrial",-0.921609856025857,1
"preindustrial",-2.42870403275174,1
"preindustrial",-2.42940260015465,1
"preindustrial",-0.519102092004254,1
"preindustrial",0.776967013296925,1
"preindustrial",-2.04423741835665,1
"preindustrial",-0.63223076872044,1
"preindustrial",-0.746506144617238,1
"preindustrial",-3.04280295516485,1
"preindustrial",-1.55206855145288,1
"preindustrial",-0.491673667400811,1
"preindustrial",-2.68453203627607,1
"preindustrial",-1.14157281149371,1
"preindustrial",-0.628965397747285,1
"preindustrial",-0.62296492369706,1
"preindustrial",-2.65063649866127,1
"preindustrial",-2.13619287791501,1
"preindustrial",-0.755278988049684,1
"preindustrial",-1.16958700671262,1
"preindustrial",-0.204850503090576,1
"preindustrial",-0.785345013565794,1
"preindustrial",0.0185196987375007,1
"preindustrial",-3.61292390434446,1
"preindustrial",-1.64830630981969,1
"preindustrial",-0.995948848964561,1
"preindustrial",-1.10946337928463,1
"preindustrial",0.40074564431546,1
"preindustrial",-1.5568272075842,1
"preindustrial",-0.313495545472686,1
"preindustrial",0.0804258914727549,1
"preindustrial",-0.281729726930658,1
"preindustrial",-1.09310589773451,1
"preindustrial",-0.654129849208898,1
"preindustrial",-0.395070824437304,1
"preindustrial",0.441183780027254,1
"preindustrial",0.341423748602737,1
"preindustrial",0.151136472608966,1
"preindustrial",0.045626539544161,1
"preindustrial",-1.37571519554419,1
"preindustrial",-1.12406435817806,1
"preindustrial",-3.1318137420806,1
"preindustrial",-2.06139944242032,1
"preindustrial",-2.10576654335111,1
"preindustrial",-0.858163570076297,1
"preindustrial",-3.30169237845075,1
"preindustrial",-1.88689698354564,1
"preindustrial",-2.30120255566725,1
"preindustrial",-1.75790470396734,1
"preindustrial",0.246584911452974,1
"preindustrial",-2.3147286788655,1
"preindustrial",-0.389500438430159,1
"preindustrial",-0.795813243215996,1
"preindustrial",-1.57639126102511,1
"preindustrial",0.331303022725502,1
"preindustrial",-2.25443827159755,1
"preindustrial",0.0450911097138059,1
"preindustrial",-1.2677828767132,1
"preindustrial",-1.66257165694467,1
"preindustrial",-2.34664542893527,1
"preindustrial",0.0524961996723252,1
"preindustrial",-0.796543476457846,1
"preindustrial",-1.31238933770973,1
"preindustrial",-2.78129047214157,1
"preindustrial",-2.73588338530699,1
"preindustrial",-3.61292390434446,1
"preindustrial",-2.30843031814238,1
"preindustrial",-2.25443827159755,1
"preindustrial",-2.31917890122859,1
"preindustrial",-0.113061119119827,1
"preindustrial",-0.626393153814573,1
"preindustrial",-0.882663794945432,1
"preindustrial",0.13881733654563,1
"preindustrial",-2.31692306578057,1
"preindustrial",-1.73612077740578,1
"preindustrial",1.02879385910552,1
"preindustrial",-0.732203224444419,1
"preindustrial",-1.85982177371091,1
"preindustrial",-0.921325086968977,1
"preindustrial",-0.776312979026476,1
"preindustrial",-1.60427830217492,1
"preindustrial",0.131836465639674,1
"preindustrial",-1.5766747053296,1
"preindustrial",-4.40181151120529,1
"preindustrial",-1.38453168993204,1
"preindustrial",0.329620003420487,1
"preindustrial",-2.293649282436,1
"preindustrial",-2.26505590549463,1
"preindustrial",-3.33964610200184,1
"preindustrial",-1.75199445733117,1
"preindustrial",0.164639676892239,1
"preindustrial",0.167224346400909,1
"preindustrial",-0.693205935268441,1
"preindustrial",-0.823260428135957,1
"preindustrial",-1.1687413122779,1
"preindustrial",-2.6995614965026,1
"preindustrial",-2.49982119473845,1
"preindustrial",-1.98091198661956,1
"preindustrial",-2.19230161627751,1
"preindustrial",-0.112419440545993,1
"preindustrial",-1.69822182426424,1
"preindustrial",-0.492642943615121,1
"preindustrial",1.20309381736088,1
"preindustrial",-1.31563795692269,1
"preindustrial",-0.593253357075062,1
"preindustrial",-1.97675128161836,1
"preindustrial",-0.63561974515833,1
"preindustrial",-0.938821316381909,1
"preindustrial",-0.864518063047482,1
"preindustrial",-0.219922698286344,1
"preindustrial",-0.431082194760343,1
"preindustrial",-1.9218784178779,1
"preindustrial",-2.19170185501872,1
"preindustrial",-2.84380965511814,1
"preindustrial",0.720385316385306,1
"preindustrial",-1.01343034635518,1
"preindustrial",0.998635872098471,1
"preindustrial",-0.913555067269616,1
"preindustrial",-0.714646565873381,1
"preindustrial",-0.713604482142908,1
"preindustrial",-1.93319128357085,1
"preindustrial",-2.84835955449847,1
"preindustrial",-1.1780319750061,1
"preindustrial",-0.250180161824892,1
"preindustrial",-2.22131533866621,1
"preindustrial",1.22237737012145,1
"preindustrial",-1.14068316344943,1
"preindustrial",-2.11526030359542,1
"preindustrial",-0.404131464986702,1
"preindustrial",-2.57160068719001,1
"preindustrial",-1.08196633928934,1
"preindustrial",-1.98206055041253,1
"preindustrial",-2.48034255699669,1
"preindustrial",-1.21106612617398,1
"preindustrial",-2.65948506633723,1
"preindustrial",-0.975747470898227,1
"preindustrial",-1.99292178014108,1
"preindustrial",0.383266325060721,1
"preindustrial",-0.245142107792888,1
"preindustrial",-1.99146841673054,1
"preindustrial",-0.0631383563056133,1
"preindustrial",-0.475208764265054,1
"preindustrial",-2.90894752319114,1
"preindustrial",-2.38601141894867,1
"preindustrial",-0.21507245902218,1
"preindustrial",-1.7129139763331,1
"preindustrial",-2.03416861199499,1
"preindustrial",-0.684455803038002,1
"preindustrial",-0.650814184471351,1
"preindustrial",-0.154285735232413,1
"preindustrial",-2.72761657515566,1
"preindustrial",-3.02895706255564,1
"preindustrial",-1.91208142826914,1
"preindustrial",-1.81257021768984,1
"preindustrial",0.710575101195077,1
"preindustrial",-2.12622694427964,1
"preindustrial",-0.626496759900898,1
"preindustrial",0.243318593031206,1
"preindustrial",-1.33871638087149,1
"preindustrial",-0.776662865372437,1
"preindustrial",-1.86801247079744,1
"preindustrial",-1.50093543540355,1
"preindustrial",-2.33444376624737,1
"preindustrial",0.422234038070584,1
"preindustrial",-3.3758369140452,1
"preindustrial",0.293703707350663,1
"preindustrial",-0.644791849802114,1
"preindustrial",-2.82605426065818,1
"preindustrial",-0.907070454218951,1
"preindustrial",0.0740253264234069,1
"preindustrial",0.599528842018838,1
"preindustrial",0.57814814693637,1
"preindustrial",-2.20540143698696,1
"preindustrial",-0.177775931295644,1
"preindustrial",0.275308824934165,1
"preindustrial",-0.431082194760343,1
"preindustrial",-1.96864801563148,1
"preindustrial",-0.559904853027753,1
"preindustrial",-1.45429787696315,1
"preindustrial",-0.563551979405183,1
"preindustrial",1.0571603379764,1
"preindustrial",-0.0609968826357257,1
"preindustrial",-1.82812311060809,1
"preindustrial",-2.42870403275174,1
"preindustrial",-1.31222764481074,1
"preindustrial",-2.04587917619794,1
"preindustrial",-0.587759087549993,1
"preindustrial",-1.42768351502169,1
"preindustrial",-1.88779990221894,1
