"model","period","ersst.year","borealization_index","annual.events"
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.85105318127451,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-1.69605707054065,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.2177071584868,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-2.44318287866229,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,0
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,0
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,0
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,0
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,0
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
"EC-Earth3-CC","historical",1955,-1.62348042982093,1
